EG	GN	GI	Type	Len	Ori	LeftEnd	RightEnd	Syn	MN	Description	
EG12325	yadK	g1786329	aa	198	Counterclockwise	151003	151599	Null	Systematic nomenclature	Function unknown
EG12326	yadL	g1786330	aa	201	Counterclockwise	151626	152231	Null	Systematic nomenclature	Function unknown
EG12327	yadM	g87081690	aa	189	Counterclockwise	152243	152812	Null	Systematic nomenclature	Function unknown, FimA homolog
EG12328	yadN	g1786334	aa	194	Counterclockwise	156299	156883	Null	Systematic nomenclature	Function unknown, FimA homolog
EG12329	hrpB	g87081693	aa	809	Clockwise	162105	164534	yadO	Helicase-related protein	Predicted ATP-dependent helicase, function unknown
EG12330	ligT	g87081692	aa	176	Counterclockwise	161501	162031	yadP	Ligase tRNA	2'-5' RNA ligase
EG12331	clcA	g1786350	aa	473	Clockwise	175107	176528	eriC;yadQ	Chloride channel	H(+)/Cl(-) exchange transporter; voltage-gated ClC-type chloride channel; involved in the extreme acid response
EG12332	erpA	g1786351	aa	114	Clockwise	176610	176954	yadR	Essential Respiratory Protein	Iron-sulfur cluster insertion protein; A-type Fe-S protein; essential for respiratory growth
EG12333	yadS	g1786352	aa	207	Counterclockwise	177001	177624	Null	Systematic nomenclature	Inner membrane protein, UPF0126 family, function unknown
EG12334	btuF	g1786353	aa	266	Counterclockwise	177662	178462	yadT	B12 uptake	B12 uptake, ABC transporter periplasmic binding protein
EG12335	cdaR	g87081694	aa	385	Clockwise	182463	183620	sdaR;yaeG	Carbohydrate diacid regulator	Transcriptional regulator for gar and gud operons
EG12336	yaeH	g1786359	aa	128	Counterclockwise	183709	184095	Null	Systematic nomenclature	Function unknown, UPF0325 family
EG12337	yaeI	g87081695	aa	270	Counterclockwise	184257	185069	Null	Systematic nomenclature	Phosphodiesterase, function unknown; has activity on model substrate bis-pNPP
EG12338	yagA	g1786462	aa	384	Counterclockwise	280053	281207	Null	Systematic nomenclature	Function unknown, CP4-6 putative prophage remnant
EG12340	afuC	g87081709	aa	348	Counterclockwise	276980	278026	fbpC;yagC	Actinobacillus ferric uptake	Uncharacterized ATPase with defective ABC transporter; probably silent; CP4-6 putative prophage remnant; missing its promoter and co-functional components; homologous to an iron-uptake system gene in Actinobacillus
EG12341	rseA	g1788925	aa	216	Counterclockwise	2706776	2707426	mclA;yfiJ	Regulation of sigma E	Anti-RpoE sigma factor, spans inner membrane
EG12342	yjjJ	g1790845	aa	443	Clockwise	4619792	4621123	Null	Systematic nomenclature	Function unknown
EG12343	yjjK	g2367384	aa	555	Counterclockwise	4626878	4628545	Null	Systematic nomenclature	Predicted ABC transporter, ATP-binding protein; low abundance protein
EG12344	pspF	g87081872	aa	325	Counterclockwise	1364959	1365936	ycjB	Phage shock protein	Transcriptional sigma 54-dependent activator of psp
EG12345	ydfG	g1787820	aa	248	Clockwise	1625541	1626287	Null	Systematic nomenclature	L-allo-threonine dehydrogenase, NADP+-dependent; other substrates include L-serine, D-serine, D-threonine and 3-hydroxyisobutyrate
EG12346	hokA	g48994947	aa	50	Counterclockwise	3718471	3718623	yiaZ	Host killing	Small toxic membrane polypeptide; homologous to plasmid-encoded plasmid stabilization toxins regulated by antisense RNA; functional relevance of chromosomal homologs is unknown
EG12347	yecC	g1788225	aa	250	Counterclockwise	1995086	1995838	Null	Systematic nomenclature	Predicted ABC transport ATP-binding protein, function unknown
EG12352	ppiC	g1790211	aa	93	Counterclockwise	3957555	3957836	parvA	Peptidylprolyl isomerase	Peptidylprolyl-cis-trans isomerase C, rotamase
EG12353	yifL	g87082333	aa	67	Clockwise	3992545	3992748	Null	Systematic nomenclature	Probable lipoprotein, function unknown; Cys conserved
EG12354	yaeJ	g1786389	aa	140	Clockwise	214833	215255	Null	Systematic nomenclature	Function unknown
EG12356	rtcR	g1789828	aa	532	Clockwise	3556290	3557888	yhgB	RNA terminal phosphate cyclase	Transcriptional regulator for rtcAB
EG12357	fadK	g1787993	aa	548	Clockwise	1781055	1782701	ydiD	Fatty acid degradation	Acyl-CoA synthase, anaerobic
EG12358	ssuB	g1787164	aa	255	Counterclockwise	992500	993267	ycbE	Sulfonate-sulfur utilization	Aliphatic sulfonate transport ATP-binding protein; sulfur starvation inducible; Cbl regulon
EG12359	ybgD	g1786938	aa	188	Counterclockwise	751452	752018	Null	Systematic nomenclature	Function unknown, FimA homolog
EG12360	yfaE	g1788568	aa	84	Clockwise	2346536	2346790	Null	Systematic nomenclature	Ferredoxin involved with ribonucleotide reductase cofactor; diferric-tyrosyl radical (Y*) cofactor maintenance
EG12361	kduD	g1789208	aa	253	Counterclockwise	2980519	2981280	ygeC;yqeD	Ketodeoxygluconate utilization	2-deoxy-D-gluconate 3-dehydrogenase
EG12362	menF	g87082077	aa	431	Counterclockwise	2377370	2378665	yfbA	Menaquinone (vitamin K2)	Isochorismate synthase, menaquinone biosynthesis
EG12363	ygiL	g1789422	aa	183	Clockwise	3183436	3183987	Null	Systematic nomenclature	Function unknown, FimA homolog
EG12365	prkB	g2367214	aa	289	Clockwise	3482512	3483381	prk?;yhfF	Phosphoribulokinase	Predicted phosphoribulokinase
EG12366	rsmE	g87082186	aa	243	Clockwise	3089156	3089887	yggJ	Ribosomal Small subunit Methyltransferase	16S rRNA m(3)U1498 methyltransferase, SAM-dependent
EG12367	cusA	g1786788	aa	1047	Clockwise	597937	601080	silA(S.t.);ybdE	Cu sensor	Silver and copper efflux, membrane transporter; overexpression confers low level fosfomycin resistance; confers copper and silver resistance
EG12368	znuB	g1788166	aa	261	Clockwise	1941438	1942223	yebI	Zn uptake	High-affinity ABC transport system for zinc
EG12369	ydjE	g1788068	aa	452	Counterclockwise	1850645	1852003	Null	Systematic nomenclature	Predicted transporter, function unknown; inner membrane protein
EG12370	intE	g1787386	aa	375	Counterclockwise	1198902	1200029	int(Lambda);ycfI	Integrase	e14 integrase, in defective prophage
EG12371	nlpI	g1789554	aa	294	Counterclockwise	3306062	3306946	yhbM	New lipoprotein	Lipoprotein involved in osmotic sensitivity and filamentation
EG12372	ygdG	g1789162	aa	251	Clockwise	2929077	2929832	exo;xni	Systematic nomenclature	Ssb-binding protein, synthetic lethal with polA; no nuclease activity detected; flap endonuclease-like (FEN-like) protein
EG12373	ygdH	g1789159	aa	454	Clockwise	2924330	2925694	Null	Systematic nomenclature	Function unknown, UPF0717 family
EG12374	yhfG	g1789762	aa	55	Counterclockwise	3489475	3489642	Null	Systematic nomenclature	Function unknown
EG12375	ycaI	g87081801	aa	754	Clockwise	963543	965807	Null	Systematic nomenclature	Competence protein ComEC homolog, inner membrane protein, function unknown
EG12376	yfeH	g1788749	aa	332	Clockwise	2524968	2525966	Null	Systematic nomenclature	Required for swarming phenotype, function unknown
EG12378	yecD	g87081992	aa	188	Clockwise	1948856	1949422	Null	Systematic nomenclature	Function unknown
EG12379	yecE	g1788175	aa	272	Clockwise	1949419	1950237	Null	Systematic nomenclature	Function unknown, UPF0759 family
EG12380	gntT	g48994935	aa	438	Clockwise	3544581	3545897	gntM;gntTalpha;usgA;yhgC	Gluconate	High-affinity gluconate transport
EG12381	nrdF	g1789031	aa	319	Clockwise	2801524	2802483	ygaD	Nucleotide reductase	Ribonucleoside-diphosphate reductase 2, beta subunit; class Ib aerobic ribonucleotide reductase
EG12382	fxsA	g87082376	aa	158	Clockwise	4366687	4367163	yjeG	F eXclusion suppressor	Suppresses F exclusion of phage T7
EG12384	ybcF	g1786732	aa	297	Clockwise	549662	550555	arcC(P.a.)	Systematic nomenclature	Carbonate kinase homolog, function unknown
EG12385	rcsD	g1788545	aa	890	Clockwise	2311510	2314182	yojN;yojP;yojQ	Regulator of capsule synthesis	Intermediate facilitates phosphotransfer from rcsC to rcsB; histidine protein kinase
EG12386	csiR	g87082149	aa	220	Clockwise	2793696	2794358	gabC;ygaE	Carbon starvation induced	Repressor of csiD promoter
EG12387	lhgO	g87082148	aa	422	Clockwise	2788004	2789272	ygaF	L-2-HydroxyGlutarate Oxidase	L-2-hydroxyglutarate oxidase; second gene in csiD-lhgO-gabDTP-csiR operon
EG12388	sfmF	g1786746	aa	171	Clockwise	562553	563068	fimF(S.t.);ybcG	Salmonella fimbriae	Function unknown, FimA homolog
EG12389	nanC	g87082420	aa	238	Counterclockwise	4536808	4537524	yjhA	N-Acetylneuraminate	N-acetylneuraminic acid outer membrane channel protein
EG12391	ydiE	g1787998	aa	63	Clockwise	1787637	1787828	Null	Systematic nomenclature	Function unknown, hemin uptake protein HemP homolog
EG12392	ychM	g87081859	aa	559	Counterclockwise	1258347	1260026	Null	Systematic nomenclature	Function unknown
EG12393	ttdT	g1789444	aa	487	Clockwise	3206046	3207509	ygjC;ygjE	Tartrate dehydratase	L-tartrate/succinate antiporter; needed for L-tatrate uptake and tartrate induction of ttdAB
EG12394	msrB	g1788077	aa	137	Counterclockwise	1860040	1860453	yeaA	Methionine sulfoxide reductase	Methionine sulfoxide reductase B; specific for met-R-(o) diastereoisomers within proteins; mutant is cadmium sensitive; free met-R-(o) is inefficiently reduced by MsrB
EG12395	ybgE	g1786956	aa	97	Clockwise	773532	773825	Null	Systematic nomenclature	Function unknown, cydAB operon, expressed in minicells
EG12396	yegE	g1788381	aa	1105	Clockwise	2141290	2144607	Null	Systematic nomenclature	Predicted c-di-GMP dual activity enzyme, function unknown
EG12397	ycbF	g87081806	aa	236	Clockwise	1003170	1003880	Null	Systematic nomenclature	Putative periplasmic pilus chaperone, function unknown
EG12399	dhaM	g87081856	aa	472	Counterclockwise	1246919	1248337	dhaH;ptsD;ycgC	Dihydroxyacetone	Multidomain dihydroxyacetone-specific PTS protein; phosphoryl donor for dihydroxyacetone kinase; DhaK(2):DhaL:DhaM(2) complex
EG12400	mdtK	g48994890	aa	457	Clockwise	1741481	1742854	norM;ydhE	Multidrug transporter	Multidrug resistance efflux protein, 12 transmembrane helices; overexpression resistance to norfloxacin, TTP, deoxycholate, trimethoprim
EG12401	rlmN	g1788865	aa	384	Counterclockwise	2641151	2642305	yfgB	rRNA large-subunit methylation	23S rRNA m(2)A2503 methyltransferase, SAM-dependent
EG12402	chaB	g1787469	aa	76	Clockwise	1271342	1271572	Null	Ca2+/H+ antiporter	Accessory and regulatory protein for chaA
EG12403	chaC	g1787470	aa	231	Clockwise	1271730	1272425	Null	Ca2+/H+ antiporter	Accessory and regulatory protein for chaA
EG12404	ychN	g1787471	aa	117	Counterclockwise	1272469	1272822	Null	Systematic nomenclature	Function unknown; dimer of trimers
EG12405	ychO	g1787472	aa	464	Clockwise	1273007	1274401	ychP	Systematic nomenclature	Intimin/invasin homolog, function unknown
EG12406	ybiH	g87081783	aa	223	Counterclockwise	829195	829866	Null	Systematic nomenclature	Predicted transcriptional regulator, function unknown
EG12407	iaaA	g1787050	aa	321	Clockwise	865791	866756	spt;ybiK	Isoaspartyl Aminopeptidase; EcAIII	isoAsp aminopeptidase, cleaves isoAsp-X dipeptides; Ntn hydrolase; glutathione utilization; weak L-asparaginase activity in vitro (EcAIII); precursor is cleaved into an alpha and beta subunit; heterotetrameric
EG12409	aegA	g1788811	aa	659	Counterclockwise	2581568	2583547	yffG	Anaerobically expressed gene	Predicted oxidoreductase, Fe-S subunit; induced by anaerobiosis, repressed by NO3; ygfT paralog
EG12410	nudK	g1788810	aa	191	Counterclockwise	2580925	2581500	yffH	Nudix hydrolase	GDP-mannose pyrophosphatase
EG12411	rfbD	g1788352	aa	299	Counterclockwise	2109101	2110000	rmlD	Rough	dTDP-L-rhamnose synthase
EG12412	rfbB	g1788353	aa	361	Counterclockwise	2110000	2111085	rmlB;som	Rough	TDP-glucose oxidoreductase-4,6 dehydratase
EG12413	intS	g1788690	aa	385	Clockwise	2464567	2465724	intC;yfdB	Integrase	Integrase, CPS-53/KpLE1 prophage
EG12414	gatA	g1788410	aa	150	Counterclockwise	2172619	2173071	Null	Galactitol	Galactitol-specific PTS system EIIA component
EG12415	gatB	g1788409	aa	94	Counterclockwise	2172304	2172588	Null	Galactitol	Galactitol-specific PTS system EIIB component
EG12416	gatC	g1788408	aa	451	Counterclockwise	2170945	2172300	Null	Galactitol	Galactitol-specific PTS system EIIC component
EG12417	gatD	g1788407	aa	346	Counterclockwise	2169857	2170897	Null	Galactitol	Galactitol-1-phosphate dehydrogenase
EG12418	gatZ	g1788411	aa	420	Counterclockwise	2173081	2174343	Null	Galactitol	Tagatose bisphosphate aldolase GatYZ subunit; required for full activity and stabilty of GatY
EG12419	gatY	g87082041	aa	284	Counterclockwise	2174372	2175226	yegF	Galactitol	D-Tagatose-1,6-bisphosphate aldolase, class II; requires GatZ subunit for full activity and stability
EG12420	yfdC	g1788689	aa	310	Clockwise	2463323	2464255	Null	Systematic nomenclature	Function unknown
EG12421	ybiI	g1787022	aa	88	Counterclockwise	837413	837679	Null	Systematic nomenclature	Function unknown, DksA-type zinc finger protein
EG12422	ybiJ	g1787021	aa	86	Counterclockwise	836888	837148	Null	Systematic nomenclature	Predicted periplasmic protein, YhcN family, function unknown
EG12423	tauD	g1786565	aa	283	Clockwise	387019	387870	ssiD;yaiG	Taurine	Taurine/alpha-ketoglutarate dioxygenase
EG12424	prmC	g1787463	aa	277	Clockwise	1265317	1266150	hemK	Protein methylation	Release factor (RF1, RF2) glutamine methyltransferase
EG12425	ogrK	g1788398	aa	72	Counterclockwise	2165326	2165544	Null	P2 ogr gene	Positive regulator of P2 growth (insertion of P2 ogr gene)
EG12427	modA	g1786979	aa	257	Clockwise	794312	795085	Null	Molybdenum	Molybdate uptake; chlorate resistance; periplasmic molybdate binding protein
EG12429	tomB	g1786666	aa	124	Counterclockwise	479558	479932	ybaJ	Toxin overexpression modulator in biofilms	Attenuates Hha toxicity, possibly by blocking activation of prophage lytic genes; promotes conjugation and conjugation-induced biofilms; deceases motility in presence of a conjugative plasmid (R1drd19)
EG12431	puuR	g1787557	aa	185	Clockwise	1359935	1360492	ycjC	PUtrescine Utilization	Transcriptional repressor for the puu divergon; putrescine utilization pathway
EG12432	ydiF	g1787985	aa	531	Clockwise	1773611	1775206	Null	Systematic nomenclature	Short-chain acyl-CoA transferase, in vivo function unknown
EG12433	rluB	g1787524	aa	291	Clockwise	1324876	1325751	yciL	rRNA, large, uridine	23S rRNA U2605 pseudouridine synthase
EG12434	ygiM	g1789435	aa	206	Clockwise	3199229	3199849	ecfG;htrG	Systematic nomenclature	SH3 domain protein, function unknown
EG12436	rseP	g1786373	aa	450	Clockwise	196546	197898	ecfE;yaeL	Regulator of sigma E, protease	Inner membrane zinc RIP metalloprotease; activates RpoE by degrading RseA; multicopy rpoE suppresses rseP mutation
EG12437	menE	g1788595	aa	451	Counterclockwise	2371670	2373025	Null	Menaquinone (vitamin K2)	o-succinylbenzoate-CoA synthase; homotetrameric; menaquinone biosynthesis
EG12438	menH	g1788598	aa	252	Counterclockwise	2374856	2375614	yfbB	Menaquinone (vitamin K2)	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase; menaquinone biosynthesis
EG12439	yjfF	g87082395	aa	331	Clockwise	4451606	4452601	Null	Systematic nomenclature	Predicted ABC transporter permease protein; part of a predicted ABC transporter YtfQRT-YjfF probably specific for galactofuranse transport
EG12440	mpl	g1790680	aa	457	Clockwise	4453808	4455181	tpl;yjfG	meso-diaminopimelate ligase	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase; recycles cell wall peptidoglycan
EG12442	yfjD	g87082137	aa	428	Clockwise	2746796	2748082	corB(S.t.);corF(S.t.);ypjE	Systematic nomenclature	Inner membrane protein, UPF0053  family, function unknown; four transmembrane helices predicted; possibly involved in Co2+ resistance
EG12443	yggL	g87082190	aa	108	Counterclockwise	3099829	3100155	Null	Systematic nomenclature	Conserved protein, DUF469 family, function unknown
EG12444	ycfJ	g1787353	aa	179	Clockwise	1166822	1167361	Null	Systematic nomenclature	Putative periplasmic protein, UmoD homolog
EG12445	eamB	g1788932	aa	195	Clockwise	2713445	2714032	yfiK	Efflux of amino acid metabolites 	Cysteine and O-acetylserine exporter, inner membrane protein
EG12446	yfiL	g87082135	aa	121	Clockwise	2739382	2739747	Null	Systematic nomenclature	Novel verified lipoprotein, function unknown
EG12447	speG	g1787867	aa	186	Clockwise	1654208	1654768	Null	Spermidine	Spermidine acetyltransferase
EG12448	ybcH	g1786779	aa	296	Counterclockwise	586314	587204	Null	Systematic nomenclature	Function unknown
EG12449	prmB	g87082085	aa	310	Counterclockwise	2445530	2446462	yfcB	Protein methylation	50S subunit L3 protein glutamine methyltransferase
EG12450	norW	g1789065	aa	377	Clockwise	2831934	2833067	ygaL;ygbD	NO reduction	NADH:flavoruberedoxin reductase
EG12451	rspA	g1787864	aa	404	Counterclockwise	1651951	1653165	Null	Regulator of stationary phase	Bifunctional D-altronate/D-mannonate dehydratase; overproduction prevents homoserine lactone-induced synthesis of RpoS
EG12452	rspB	g1787863	aa	339	Counterclockwise	1650920	1651939	Null	Repressor of RpoS production	Function unknown, transcribed with rspA, starvation induced
EG12453	rraB	g1790704	aa	138	Clockwise	4476496	4476912	yjgD	Systematic nomenclature	Protein inhibitor of RNase E
EG12454	ybaK	g1786688	aa	159	Counterclockwise	505827	506306	Null	Systematic nomenclature	Cys-tRNAPro and Cys-tRNACys deacylase, tRNA editing
EG12455	lplT	g1789200	aa	397	Counterclockwise	2970691	2971884	ygeD	Lysophospholipid	Lysophospholipid transporter
EG12456	gadC	g1787768	aa	511	Counterclockwise	1566978	1568513	acsA;xasA	Glutamic acid decarboxylase	Predicted glutamate-GABA antiporter; glutamate-dependent enzyme, may function in protection against cytoplasmic acidification
EG12457	ydgA	g1787900	aa	502	Clockwise	1687876	1689384	Null	Systematic nomenclature	Required for swarming phenotype, DUF945 family, function unknown; slightly upregulated by beryllium
EG12458	alsB	g1790526	aa	311	Counterclockwise	4309130	4310065	yjcX	Allose	Allose-binding protein, periplasmic
EG12459	rpiR	g87082369	aa	296	Counterclockwise	4310124	4311014	alsR;yjcY	Ribose-P isomerase	Repressor for als operon and rpiB
EG12460	yjcZ	g87082371	aa	292	Clockwise	4327383	4328261	Null	Systematic nomenclature	Mutational suppressor of yhjH motility defect, function unknown
EG12462	adiC	g2367353	aa	445	Counterclockwise	4333717	4335054	aniC(S.t.);yjdD;yjdE	Arginine decarboxylase, induced	Arginine:agmatine antiporter; arginine-dependent acid resistance; acid-inducible membrane protein
EG12463	yjdF	g1790562	aa	209	Counterclockwise	4342952	4343581	Null	Systematic nomenclature	Function unknown
EG12464	dcuR	g1790566	aa	239	Counterclockwise	4347338	4348057	yjdG	Dicarboxylate uptake	C4-dicarboxylate regulation of anaerobic fumurate respiratory system; two-component system response regulator
EG12465	dcuS	g1790567	aa	543	Counterclockwise	4348054	4349685	yjdH	Dicarboxylate uptake	C4-dicarboxylate regulation of anaerobic fumurate respiratory system; two-component system sensory histidine kinase
EG12466	yjdI	g1790568	aa	76	Clockwise	4349866	4350096	Null	Systematic nomenclature	Function unknown
EG12467	yjdJ	g1790569	aa	90	Clockwise	4350108	4350380	Null	Systematic nomenclature	Predicted acetyltransferase
EG12468	yjdK	g1790570	aa	98	Clockwise	4350607	4350903	Null	Systematic nomenclature	Function unknown
EG12469	yjdL	g1790572	aa	485	Counterclockwise	4352977	4354434	dtpC	Systematic nomenclature	Probable dipeptide and tripeptide permease; membrane protein
EG12470	yjeH	g1790584	aa	418	Counterclockwise	4367179	4368435	Null	Systematic nomenclature	Putative transporter, function unknown
EG12471	yjeI	g87082377	aa	117	Clockwise	4370832	4371185	Null	Systematic nomenclature	Novel verified lipoprotein, function unknown
EG12472	yjeJ	g1790588	aa	289	Counterclockwise	4371388	4372257	Null	Systematic nomenclature	Function unknown
EG12473	yjeK	g1790589	aa	342	Counterclockwise	4372652	4373680	Null	Systematic nomenclature	Weak lysine 2,3-aminomutase
EG12474	blc	g1790592	aa	177	Counterclockwise	4375212	4375745	yjeL	Bacterial lipocalin	Outer membrane lipoprotein, cell division and growth function; prokaryotic lipocalin
EG12475	yjeM	g87082380	aa	500	Clockwise	4381862	4383364	Null	Systematic nomenclature	Putative transporter, function unknown
EG12476	yjeN	g1790601	aa	104	Clockwise	4383416	4383730	Null	Systematic nomenclature	Function unknown
EG12477	yjeO	g1790602	aa	104	Clockwise	4383727	4384041	Null	Systematic nomenclature	Inner membrane protein, function unknown
EG12478	yjeP	g2367355	aa	1107	Counterclockwise	4384070	4387393	Null	Systematic nomenclature	Predicted mechanosensitive channel protein, function unknown; deletion mutant has no obvious phenotype
EG12479	rsgA	g87082381	aa	350	Counterclockwise	4388480	4389532	engC;yjeQ	Ribosome small subunit-dependent GTPase A	Ribosome-stimulated GTPase, 30S subunit assemby; low adundance protein; putative RNA binding protein
EG12480	orn	g87082382	aa	181	Clockwise	4389627	4390172	yjeR	Oligoribonuclease	3' to 5' oligoribonuclease; mutants accumulate oligoribonucleotides that are 2-5 residues long
EG12481	yjeS	g1790608	aa	379	Counterclockwise	4390951	4392090	Null	Systematic nomenclature	Putative electron transport protein, iron-sulfur center
EG12482	yjeT	g1790619	aa	65	Clockwise	4402409	4402606	Null	Systematic nomenclature	Function unknown, DUF2065 family
EG12483	rlmB	g1790623	aa	243	Clockwise	4407298	4408029	yjfH	rRNA large-subunit methylation	23S rRNA mG2251 methyltransferase, SAM-dependent
EG12484	yjfI	g1790624	aa	133	Clockwise	4408156	4408557	Null	Systematic nomenclature	Function unknown, DUF2170 family
EG12485	yjfJ	g1790625	aa	232	Clockwise	4408576	4409274	Null	Systematic nomenclature	Function unknown, PspA/IM30 family
EG12486	yjfK	g1790626	aa	219	Clockwise	4409325	4409984	Null	Systematic nomenclature	Function unknown, DUF2491 family
EG12487	yjfL	g1790627	aa	132	Clockwise	4410002	4410400	Null	Systematic nomenclature	Inner membrane protein, UPF0719 family, function unknown
EG12488	yjfM	g1790628	aa	212	Clockwise	4410410	4411048	Null	Systematic nomenclature	Function unknown, DUF1190 family
EG12489	bsmA	g87082386	aa	109	Counterclockwise	4414464	4414793	yjfO	Biofilm, Stress and Motility	Confers peroxide resistance in bioflms; mutants are hypermotile on soft agar; YhcN family, probable lipoprotein, function unknown; Cys conserved
EG12490	yjfP	g1790634	aa	249	Clockwise	4414975	4415724	Null	Systematic nomenclature	Acyl CoA esterase actviity in vitro, function unknown
EG12491	ulaR	g1790635	aa	251	Counterclockwise	4415721	4416476	yjfQ	Utilization of L-ascorbate	Repressor for the L-ascorbate utilization (ula) divergon
EG12492	ulaG	g87082387	aa	354	Counterclockwise	4416584	4417648	yjfR	Utilization of L-ascorbate	L-ascorbate-6-phosphate lactonase, involved in the utilization of L-ascorbate by anaerobic fermentation; has phosphodiesterase activity
EG12493	ulaA	g87082388	aa	465	Clockwise	4418003	4419400	sgaT;yjfS	Utilization of L-ascorbate	Ascorbate-specific PTS system EIIC component; L-ascorbate uptake
EG12494	ulaB	g1790638	aa	101	Clockwise	4419416	4419721	sgaB;yjfT	Utilization of L-ascorbate	Ascorbate-specific PTS system EIIB component; L-ascorbate uptake
EG12495	ulaC	g2367359	aa	154	Clockwise	4419731	4420195	ptxA;sgaA;yjfU	Utilization of L-ascorbate	Ascorbate-specific PTS system EIIA component; L-ascorbate uptake
EG12496	ulaD	g1790640	aa	216	Clockwise	4420209	4420859	sgaH;yjfV	Utilization of L-ascorbate	3-keto-L-gulonate-6-phosphate decarboxylase; involved in the utilization of L-ascorbate by anaerobic fermentation; dimeric
EG12497	ulaE	g1790641	aa	284	Clockwise	4420869	4421723	sgaU;yjfW	Utilization of L-ascorbate	L-xylulose 5-phosphate 3-epimerase; involved in the utilization of L-ascorbate by anaerobic fermentation
EG12498	ulaF	g1790642	aa	228	Clockwise	4421723	4422409	sgaE;yjfX	Utilization of L-ascorbate	L-ribulose 5-phosphate 4-epimerase; involved in the utilization of L-ascorbate by anaerobic fermentation
EG12499	yjfY	g1790643	aa	91	Counterclockwise	4422539	4422814	Null	Systematic nomenclature	Predicted periplasmic protein, YhcN family, function unknown
EG12500	yjfZ	g1790648	aa	264	Counterclockwise	4424651	4425445	Null	Systematic nomenclature	Function unknown
EG12502	ytfB	g87082389	aa	212	Counterclockwise	4426102	4426740	Null	Systematic nomenclature	Function unknown
EG12503	fklB	g87082390	aa	206	Clockwise	4426958	4427578	ytfC	FK506-binding protein-like	FKBP-type peptidyl-prolyl cis-trans isomerase; contains pipecolic acid residue
EG12504	cycA	g1790653	aa	470	Clockwise	4427887	4429299	dagA;ytfD	Cycloserine	D-alanine, beta-alanine, D-serine, glycine permease; D-cycloserine uptake
EG12505	ytfE	g1790654	aa	220	Counterclockwise	4429344	4430006	dnrN	Systematic nomenclature	Iron-sulfur cluster repair protein; RIC; confers resistance to nitric oxide and hydrogen peroxide; di-iron center
EG12506	ytfF	g1790655	aa	321	Counterclockwise	4430114	4431079	Null	Systematic nomenclature	Inner membrane protein, DMT transporter family, function unknown
EG12507	qorB	g1790656	aa	286	Counterclockwise	4431187	4432047	qor2;ytfG	Quinone oxidoreductase	Quinone oxidoreductase B, NADPH dependent; QOR2
EG12508	ytfH	g87082391	aa	126	Clockwise	4432136	4432516	Null	Systematic nomenclature	Predicted transcriptional regulator, HxlR-type, DUF24 family; function unknown
EG12509	ytfI	g48995000	aa	312	Clockwise	4435730	4436668	Null	Systematic nomenclature	Function unknown
EG12510	ytfJ	g1790662	aa	184	Counterclockwise	4436731	4437285	ecfJ	Systematic nomenclature	Expressed periplasmic protein, function unknown
EG12511	ytfK	g87082392	aa	68	Clockwise	4437610	4437816	Null	Systematic nomenclature	Function unknown, DUF1107 family
EG12512	ytfL	g1790664	aa	447	Counterclockwise	4437895	4439238	Null	Systematic nomenclature	Inner membrane protein, UPF0053  family, function unknown
EG12513	ytfM	g1790666	aa	577	Clockwise	4440405	4442138	yftM	Systematic nomenclature	Outer membrane protein, function unknown; has a C-terminal beta-barrel OM protein domain and an N-terminal periplasmic domain
EG12514	ytfN	g1790667	aa	1259	Clockwise	4442135	4445914	ytfO	Systematic nomenclature	Function unknown, DUF490 family
EG12516	ytfP	g1790668	aa	113	Clockwise	4445917	4446258	Null	Systematic nomenclature	Function unknown, UPF0131 family
EG12517	ytfQ	g1790674	aa	318	Clockwise	4447985	4448941	Null	Systematic nomenclature	Galactofuranose binding protein, periplasmic; part of a predicted ABC transporter YtfQRT-YjfF probably specific for galactofuranse transport
EG12518	ytfR	g48995001	aa	500	Clockwise	4449081	4450583	ytfS	Systematic nomenclature	Predicted ABC transporter ATP-binding protein; part of a predicted ABC transporter YtfQRT-YjfF probably specific for galactofuranse transport
EG12520	ytfT	g87082394	aa	341	Clockwise	4450594	4451619	Null	Systematic nomenclature	Predicted ABC transporter permease protein; part of a predicted ABC transporter YtfQRT-YjfF probably specific for galactofuranse transport
EG12521	yjfN	g87082385	aa	91	Counterclockwise	4414040	4414315	Null	Systematic nomenclature	Predicted periplasmic protein, YhcN family, function unknown
EG12522	garD	g1789516	aa	523	Clockwise	3273304	3274875	yhaG	Galactarate	D-galactarate dehydratase; uxaA paralog; contains conserved CxxS redox motif
EG12523	nrdG	g1790685	aa	154	Counterclockwise	4457923	4458387	yjgE	Nucleotide reductase	Ribonucleotide reductase activase, generating glycyl radical; contains iron; binds NrdD tightly
EG12524	yjgF	g87082396	aa	128	Counterclockwise	4468550	4468936	Null	Systematic nomenclature	Function unknown, UPF0131 family; Salmonella ortholog required for full IlvE activity and for the dependence of the alternative pyrimidine biosynthesis (APB) pathway of thiamine biosynthesis upon the oxidative pentose phosphate pathway; serine sensitivity
EG12525	mgtA	g2367363	aa	898	Clockwise	4465648	4468344	corB;mgt	Magnesium transport	Magnesium transporter, ATP-dependent; mutant has cobalt resistance; mediates Mg(2+) influx
EG12527	yjgH	g1790696	aa	131	Counterclockwise	4470837	4471232	Null	Systematic nomenclature	Function unknown, UPF0131 family
